pageid,ns,title
63569951,0,Aarogya Setu
63570144,0,Social stigma associated with COVID-19
63570936,0,SmiNet
63571857,14,Category:Deaths from the COVID-19 pandemic in Egypt
63571861,0,COVID-19 pandemic in the Guantanamo Bay Naval Base
63571876,14,Category:COVID-19 pandemic in Cuba
63571907,0,2020 coronavirus pandemic on aircraft carriers
63572624,0,Pandemic Severity Assessment Framework
63573219,0,COVID-19 pandemic in Saint Pierre and Miquelon
63573456,14,Category:COVID-19 pandemic in Ohio
63574089,10,Template:COVID-19 pandemic data/Nicaragua medical cases chart
63574997,14,Category:Deaths from the COVID-19 pandemic in Ecuador
63575071,10,Template:COVID-19 pandemic data/California medical cases March 2020
63576841,10,Template:COVID-19 pandemic in Canada
63576875,0,Romi Cohn
63576933,10,Template:COVID-19 pandemic data/California medical cases April 2020
63577076,14,Category:COVID-19 pandemic in Ecuador
63577766,14,Category:Deaths from the COVID-19 pandemic in Hawaii
63579085,14,Category:COVID-19 pandemic in Belgium
63579147,14,Category:COVID-19 pandemic in Egypt
63579408,0,Ventsislav Mutafchiyski
63580086,14,Category:Deaths from the COVID-19 pandemic in Tunisia
63580137,14,Category:COVID-19 pandemic in Tunisia
63580243,14,Category:COVID-19 pandemic in Burundi templates
63581537,0,Manuel Adolfo Varas
63581784,14,Category:Deaths from the COVID-19 pandemic in Israel
63582115,0,British government response to the COVID-19 pandemic
63582864,0,Jerrold Mundis
63583277,10,Template:WikiProject COVID-19 footer
63583459,14,Category:Deaths from the COVID-19 pandemic in Michigan
63583655,0,Michel Parisse
63585023,0,Diederik Gommers
63585136,10,Template:COVID-19 pandemic/sandbox
63585221,0,Impact of the COVID-19 pandemic
63585392,10,Template:User COVID-19
63585823,14,Category:Deaths from the COVID-19 pandemic in Ohio
63585883,14,Category:Deaths from the COVID-19 pandemic in Washington (state)
63586094,0,Allison McGeer
63586798,10,Template:User COVID-19/doc
63586896,14,Category:COVID-19 pandemic in Israel
63587555,10,Template:COVID-19 pandemic data/Illinois medical cases March 2020
63588596,0,COVID-19 community quarantines in the Philippines
63588901,10,Template:COVID-19 pandemic data/Barbados medical cases chart
63589782,0,Gendered impact of the COVID-19 pandemic
63590050,0,European Union response to the COVID-19 pandemic
63590310,14,Category:COVID-19 pandemic in autonomous cities of Spain
63590535,14,"Category:Deaths from the COVID-19 pandemic in Washington, D.C."
63590826,14,Category:Deaths from the COVID-19 pandemic in Russia
63592392,0,Impact of the COVID-19 pandemic on abortion in the United States
63592729,10,Template:COVID-19 pandemic data/Austria medical cases
63595248,0,Hot Docs at Home
63596429,10,Template:COVID-19 pandemic data/United States/New York State/New York City medical cases chart
63597254,14,Category:COVID-19 pandemic in Tunisia templates
63597277,0,Pandemic Response Accountability Committee
63598160,0,Greg Mortimer (ship)
63598237,14,Category:Films not released in theaters due to the COVID-19 pandemic
63599149,0,Dancing Pallbearers
63599252,14,Category:Deaths from the COVID-19 pandemic in Switzerland
63599259,10,Template:COVID-19 pandemic in mainland China
63599664,0,COVID-19 pandemic in the Republic of Artsakh
63600265,2,User:Alexiscoutinho/Template:COVID-19 pandemic data/Community of Madrid medical cases chart
63600836,14,Category:COVID-19 pandemic in Morocco
63601740,0,COVID-19 pandemic on naval ships
63601882,0,Special Inspector General for Pandemic Recovery
63602035,0,2020 Tablighi Jamaat COVID-19 hotspot in Pakistan
63602436,0,Impact of the COVID-19 pandemic on education in the United Kingdom
63603502,0,Coronavirus (Scotland) Act 2020
63604051,10,Template:COVID-19 pandemic data/Laos medical cases
63604549,0,2020 coronavirus pandemic on military ships
63604716,0,Frida Wattenberg
63605415,0,2020 coronavirus pandemic in the Collectivity of Saint Martin
63605707,14,Category:Deaths from the COVID-19 pandemic in Canada
63607718,0,COVID-19 pandemic on Diamond Princess
63607835,0,Mechanical filter (respirator)
63608288,10,Template:COVID-19 pandemic data/Spain medical cases/By age and gender
63608758,4,Wikipedia:WikiProject COVID-19/Translation Task Force/2019–20 coronavirus pandemic (short)/0409
63609064,0,Diarios de la cuarentena
63609118,0,List of falsified medical products for COVID-19
63609435,0,COVID-19 pandemic in Easter Island
63609457,14,Category:COVID-19 pandemic in Chile
63609944,0,Dragon's Heart Hospital
63610137,0,Independent Restaurant Coalition
63611049,10,Template:COVID-19 pandemic data/Kuwait medical cases chart
63611330,4,Wikipedia:WikiProject COVID-19/WMUK-WPMEDF Joint Support Task Force
63611718,0,Coronavirus Australia
63611878,0,Level of Concern
63612268,0,Impact of the COVID-19 pandemic on the environment
63612693,0,World Health Organization's response to the COVID-19 pandemic
63613677,0,Great American Economic Revival Industry Groups
63614409,0,Pandemic predictions and preparations prior to the COVID-19 pandemic
63614850,14,Category:Deaths from the COVID-19 pandemic in the Czech Republic
63614856,14,Category:COVID-19 pandemic in the Czech Republic
63615037,14,Category:COVID-19 pandemic in California
63615500,0,Reggie Bagala
63615549,10,Template:COVID-19 pandemic data/Myanmar medical cases chart
63615976,10,Template:COVID-19 pandemic data/Myanmar medical cases
63616042,14,Category:COVID-19 pandemic in Myanmar templates
63616960,10,Template:COVID-19 pandemic data/Yemen medical cases chart
63617104,0,Timeline of the COVID-19 pandemic in Sweden
63617112,10,Template:WP COVID-19
63617608,14,Category:Anime postponed due to the COVID-19 pandemic
63617773,14,Category:Works postponed due to the COVID-19 pandemic
63617842,0,Pan-European Privacy-Preserving Proximity Tracing
63620592,10,Template:COVID-19 pandemic data/Republic of Artsakh medical cases chart
63621509,0,Impact of the COVID-19 pandemic on the performing arts
63621560,0,2020 coronavirus pandemic on the occupied territories of Luhansk Oblast
63621562,0,2020 coronavirus pandemic on the occupied territories of Donetsk Oblast
63622084,10,Template:COVID-19 pandemic data/Tanzania medical cases chart
63622222,0,2020 coronavirus pandemic in İzmir
63622888,14,Category:NHS Nightingale Hospitals
63623405,10,Template:Education statistics on the COVID-19 pandemic
63623582,14,Category:COVID-19 pandemic in Switzerland
63624198,10,Template:COVID-19 pandemic data/South Korea medical cases chart/sandbox
63624281,10,Template:COVID-19 pandemic data/Mali medical cases chart
63625716,14,Category:COVID-19 pandemic in Northern Ireland
63625720,14,Category:COVID-19 pandemic in Ireland
63625761,0,Inter-Agency Task Force for the Management of Emerging Infectious Diseases
63626282,2,User:Alexiscoutinho/COVID-19 pandemic data/Canada/Manitoba medical cases chart
63627329,0,COVID-19 pandemic on Charles de Gaulle
63627364,0,Garran Surge Centre
63627376,0,COVID-19 pandemic in Odisha
63627426,14,Category:COVID-19 pandemic in Australia
63627644,0,Impact of the COVID-19 pandemic on tourism
63627723,0,COVID-19 pandemic in the Davao Region
63627845,0,COVID-19 pandemic in Calabarzon
63627965,0,COVID-19 pandemic in Central Luzon
63628033,0,Impact of the COVID-19 pandemic on domestic violence
63629149,10,Template:COVID-19 pandemic data/United States/Guam medical cases chart
63629657,0,Opening Our Country Council
63629685,0,Yvonne Maldonado
63629692,0,Opening our Country Council
63630411,0,CHSLD Herron
63630677,0,Impact of the COVID-19 pandemic on long-term care facilities
63631542,0,Face masks during the COVID-19 pandemic
63631908,10,Template:COVID-19 pandemic data/Greenland medical cases chart
63632526,0,Catherine Troisi
63633470,0,Ho Kam-ming
63634124,0,COVID-19 pandemic on Grand Princess
63634198,0,COVID-19 pandemic in Saba
63635398,0,Impact of the COVID-19 pandemic on crime
63635494,14,Category:Impact of the COVID-19 pandemic on transport
63635505,14,Category:Impact of the COVID-19 pandemic on aviation
63635515,14,Category:Impact of the COVID-19 pandemic on tourism
63635560,14,Category:Aircraft carriers involved in the COVID-19 pandemic
63635570,14,Category:Naval ships involved in the COVID-19 pandemic
63635612,14,Category:Impact of the COVID-19 pandemic on the military
63635694,14,Category:Military operations related to the COVID-19 pandemic
63635969,0,Timeline of the COVID-19 pandemic in Indonesia
63636316,0,Impact of the COVID-19 pandemic on the military
63636340,10,Template:Testing for COVID-19
63636485,0,BlueTrace
63636566,14,Category:Software associated with the COVID-19 pandemic
63636808,0,Corona (film)
63637163,0,COVID-19 pandemic in the Cook Islands
63637167,0,COVID-19 pandemic in Niue
63637283,0,TraceTogether
63637654,0,Leila Benitez-McCollum
63638482,10,Template:COVID-19 pandemic data/Italy medical cases chart/sandbox
63639094,0,UN COVID-19 Supply Chain Task Force
63640700,0,COVID-19 pandemic in Philadelphia
63640929,0,Social distancing measures related to the COVID-19 pandemic
63641992,0,Impact of the COVID-19 pandemic on the LGBT community
63642091,0,Global Pride
63643257,10,Template:COVID-19 pandemic data/India/West Bengal medical cases chart
63643915,14,Category:Festivals cancelled due to the COVID-19 pandemic
63644119,0,Carlos Seco Serrano
63644275,14,Category:Video games postponed due to the COVID-19 pandemic
63644386,14,Category:Television productions suspended due to the COVID-19 pandemic
63644529,14,Category:Baseball events cancelled due to the COVID-19 pandemic
63645258,0,Marguerite Lescop
63647244,0,Impact of the COVID-19 pandemic on international relations
63648055,0,Baldiri Alavedra
63648155,0,Zafar Sarfraz
63648639,0,Statistics of the COVID-19 pandemic in Brazil
63649289,14,Category:Deaths from the COVID-19 pandemic in Pakistan
63649545,0,Institute for Health Metrics and Evaluation COVID model
63651322,0,Samuel Wembé
63652039,0,Ann Sullivan (animator)
63652051,14,Category:Deaths from the COVID-19 pandemic in Cameroon
63653717,0,NHS Nightingale Hospital North West
63655600,0,COVID-19 pandemic in Rajasthan
63658846,0,Maurice Barrier
63660824,0,Haydar Baş
63661726,0,Captain Tom Moore
63662379,10,Template:COVID-19 pandemic data/Bangladesh medical cases by division
63663118,0,Indonesia large-scale social restrictions
63663755,0,Bas Mulder
63664624,0,COVID-19 Case-Cluster-Study
63665308,4,Wikipedia:WikiProject COVID-19/WMUK-WPME/WatchAllDF Joint Support Task Force
63666807,0,André Manaranche
63667019,10,Template:COVID-19 pandemic data/Myanmar medical cases summary
63667790,14,Category:Albums postponed due to the COVID-19 pandemic
63669103,0,Bernard Stalter
63669226,0,NHS Nightingale Hospital Yorkshire and the Humber
63669547,0,Chang Shan-chwen
63669709,0,"2020 Lansing, Michigan protest"
63669791,0,Gil Bailey
63671247,14,Category:Hospital ships involved in the COVID-19 pandemic
63671798,0,Gérard Mulumba Kalemba
63673089,0,COVID-19 pandemic in the Ilocos Region
63673130,0,COVID-19 pandemic in Western Visayas
63673143,0,COVID-19 pandemic in Eastern Visayas
63673150,0,COVID-19 pandemic in Central Visayas
63673164,10,Template:COVID-19 pandemic data/Mexico medical cases
63673173,0,COVID-19 pandemic in Cagayan Valley
63673187,0,COVID-19 pandemic in the Cordillera Administrative Region
63673307,14,Category:COVID-19 pandemic in Cameroon
63673323,14,Category:Deaths from the COVID-19 pandemic in the Democratic Republic of the Congo
63673331,14,Category:COVID-19 pandemic in the Democratic Republic of the Congo
63673532,14,Category:Sports events curtailed due to the COVID-19 pandemic
63674058,0,Proning
63674520,0,Maria de Sousa
63674532,14,Category:Deaths from the COVID-19 pandemic in Portugal
63674540,14,Category:COVID-19 pandemic in Portugal
63674823,0,Non-pharmaceutical intervention (epidemiology)
63676175,0,Timeline of the COVID-19 pandemic in the United Kingdom (January–June 2020)
63676221,0,Exposure Notification
63678127,0,Resistiré México
63678222,14,Category:COVID-19 pandemic in California templates
63678830,0,Protests against responses to the COVID-19 pandemic
63680209,10,Template:COVID-19 pandemic data/East Timor medical cases chart
63681093,0,COVID-19 pandemic in Bonaire
63681462,14,Category:Deaths from the COVID-19 pandemic in Cuba
63682389,0,COVID-19 pandemic in Northern Mindanao
63683133,0,COVIDSafe
63684924,0,Pneumonia of unknown etiology (PUE) surveillance system
63685440,0,Coronavirus 3′ UTR
63687079,10,Template:Details of first 250 COVID-19 confirmed cases in Vietnam
63687610,0,Glider Ushñahua
63688345,0,Covid Act Now
63688775,4,Wikipedia:WORLDOMETER
63688874,0,Pyongyang General Hospital
63689729,0,COVID-19 Congressional Oversight Commission
63689963,14,Category:Deaths from the COVID-19 pandemic in Nigeria
63691575,14,Category:COVID-19 pandemic in Vietnam templates
63691660,14,Category:COVID-19 pandemic in Nigeria
63691732,14,Category:COVID-19 pandemic in Chile templates
63691971,10,Template:Human coronaviruses
63694101,14,Category:Deaths from the COVID-19 pandemic in Indiana
63694124,14,Category:Deaths from the COVID-19 pandemic in Alabama
63694326,10,Template:COVID-19 pandemic data/Cambodia medical cases chart
63694409,14,Category:COVID-19 pandemic in Bangladesh
63694435,14,Category:COVID-19 pandemic in Malawi templates
63694441,0,TCN Protocol
63694465,14,Category:COVID-19 pandemic templates by country
63694552,14,Category:COVID-19 pandemic in Cambodia templates
63694579,14,Category:COVID-19 pandemic in Bangladesh templates
63694587,14,Category:COVID-19 pandemic in Hungary templates
63694637,14,Category:COVID-19 pandemic medical cases charts
63694739,14,Category:COVID-19 pandemic medical cases in Canada charts
63694783,14,Category:COVID-19 pandemic in the United States medical cases charts
63694784,10,Template:COVID-19 pandemic in Vietnam statistics charts
63694976,14,Category:COVID-19 pandemic in Ivory Coast templates
63695683,0,Convidecia
63695746,0,CanSino Biologics
63696174,0,Digital contact tracing
63697842,0,Jesús Vaquero
63699872,0,Sentinel surveillance
63699921,0,Saturday Night Seder
63700734,10,Template:COVID-19 pandemic data/Australia cases by state/territory
63701008,14,Category:Deaths from the COVID-19 pandemic in Colorado
63702256,0,Ako si Patient 2828
63703334,14,Category:COVID-19 pandemic in Pakistan templates
63703351,14,Category:COVID-19 pandemic in North Korea
63703594,0,Nana Tafregya Pallbearers
63704889,0,Communication of the Trump administration during the COVID-19 pandemic
63705993,14,Category:COVID-19 pandemic in Australia templates
63706046,14,Category:COVID-19 pandemic in Ecuador templates
63706095,14,Category:COVID-19 pandemic in Egypt templates
63706119,14,Category:COVID-19 pandemic in Finland templates
63706136,14,Category:COVID-19 pandemic in Scotland templates
63706179,14,Category:COVID-19 pandemic medical cases in the United Kingdom charts
63706236,14,Category:COVID-19 pandemic in Qatar templates
63706265,14,Category:COVID-19 pandemic in Israel templates
